serial_number,used
D0EA4248101E,0
D4BEFA2D4C5C,0
FA633C559296,0
79CC041F064E,0
4365D2B13A39,0
DA15141C3AC0,0
EE315D81018F,0
63F3FA6FBD76,0
828B9E211465,0
D90963CFC843,0
ABBE235045B8,0
FDE97C25AA04,0
CE48EBC182E9,0
1EBDD8C49352,0
CCC5D75A6B92,0
CBA9E0C25A5A,0
5342CF4FA21A,0
EF08E586331B,0
F510B2B74F0D,0
19EAEB998459,0
F8C837AAF96E,0
D16BF5A59CCC,0
B7E5DF1161D6,0
51C99712B00A,0
C2FDF387D1CA,0
A013099478D1,0
7C41C8CA1059,0
7AD7B4D95B9E,0
2A89D7C1AC9A,0
4FCDB325F9F6,0
CE4B5D024C06,0
6E2369720FA3,0
2647D57A8BC6,0
C888E2466140,0
DAFFA786B044,0
9B0B8721D225,0
15C7703C603E,0
7FC449565868,0
FD8A28A48918,0
FC168FBF9281,0
E903AC74E7D1,0
16614D933E4C,0
6F7618CB4CA2,0
9397C18F83E6,0
652ACBBCED6E,0
146257D4DA25,0
1FC2D7CC4084,0
FC3C4C79298E,0
7AA3D92FB9A5,0
47E74E8EB642,0
EB636B4D3AC7,0
61C861C687C8,0
C37430BEFBCA,0
84A194D2ABBC,0
73D418A17E19,0
8EB689868775,0
10DCAAAD5250,0
DABC82C0FB29,0
D12381ED7E12,0
6BDA511B88BB,0
9956C0E5635C,0
3F639EED869D,0
322019BC54B5,0
3D25990C08E5,0
DEBDFA5944AA,0
EE52C2629F82,0
D351422EAB87,0
2BD5E4599A27,0
E0B52783F379,0
7906AB2F1142,0
69C8538591FD,0
25F884A878D3,0
68C249807FC9,0
9630AC8609D1,0
D9621148A396,0
AD48D0120175,0
B34D83F4691C,0
CAB32E23C14E,0
21F75851FAF0,0
4F3B85AFA177,0
0764DD904E26,0
827C4D203D18,0
0BCB111D8E37,0
FAFD49911E8C,0
15B2FCD3E6C5,0
0C8EFEE1C394,0
8063ADDDC193,0
0333A62B3AEA,0
98032D7BFF49,0
0F14E9A97B0F,0
7BAA39C03F52,0
E2B1DD677CC8,0
7A8E2B57032C,0
F465AD8031A0,0
7695F54F06F4,0
1C286EC5E2B9,0
620377175C5D,0
0ACC056ABA75,0
F052FD3A3A87,0
5A1AFDA21F1C,0
3DB9E5F5219E,0
FE0C47E8103A,0
3C90F06416FD,0
3D915E040614,0
DA58EB5D846F,0
0C062E8B199B,0
5B33DFC1B3AC,0
027D38D4F93D,0
580544053DA3,0
86EEBAB0C3C8,0
2E20B525DCF8,0
93F5C9714412,0
503E3D23761C,0
5C234AF62281,0
76B0B2E94EC5,0
94F5127050D4,0
C5F9872FFF02,0
D3C8D65F348C,0
25C20C70449C,0
623418A9D237,0
20DF394CFAFA,0
3D8495CF4718,0
48BF60EFB8D5,0
9A0D43BA03D6,0
D425DB11EECD,0
7A953ECB61AA,0
F130E8BE39D6,0
352A7641C2ED,0
AD78C04487BF,0
641A627A0142,0
CDF16A26C979,0
24281420352B,0
16A750499F67,0
ECEA5034FAD1,0
322A0F740E5F,0
976412A9C80E,0
001BD9FD9498,0
193A1F5FE753,0
9E1B9799608A,0
68777290F3F2,0
9ED2FB05210B,0
D31AF74341F8,0
A93ADA5BFE52,0
91A32D6A6AB3,0
25A7DAF556B7,0
5A86EA1CDC22,0
C4C452E93A91,0
6E86F1523F81,0
C71D4E5701EB,0
53C1F54D2AB2,0
AC7C1965E26D,0
269580969741,0
A078DBB7A0E6,0
34834DDF7FC4,0
02C5620A7B05,0
4EEE58C0DB16,0
34B0670F1181,0
1E5D1855D952,0
724EE8D9E2FB,0
D91546251246,0
5ABB9598CDD7,0
739DE8371F87,0
11C60659AA55,0
9B1BDC14EC24,0
DF84C663F62C,0
14294F9B80EA,0
BDEE1CD207CD,0
C83F9729C32D,0
FAE121F1FE49,0
18D929BD0794,0
FF083FCD56F4,0
6EB3391CD506,0
28463AAD7F2F,0
AC895BDA5738,0
9745CBA48537,0
A64DC29F9CFA,0
4D705E805984,0
ADE4731B2AE1,0
FEFA3081E6E9,0
9007C1B7AA6E,0
FAC2554E9813,0
EB16B000A609,0
BB3843C03317,0
C738A22C44E9,0
9E4E2AE0CE9B,0
CD8DC52F6BEB,0
4C402BDCA17E,0
CF7B35A4AA7A,0
E7C9945D802B,0
656ABE5209EA,0
1F1938750323,0
22C71AF6C9C1,0
2A4FD9E0F10A,0
334E691D0F00,0
41B1E981B0C0,0
164EC2B588FB,0
FA749ECB2317,0
EDD687F20CE1,0
4E7C093BE5E0,0
552E72F478A3,0
566D50B25FDC,0
F363194DAD20,0
AE6E74AFFA87,0
91626E4F1B14,0
E390686BAFF6,0
018DC0683030,0
F4725FC2B3EB,0
CBC5B17A2930,0
C7AB4CC04B64,0
5D2F4B505932,0
125832448A44,0
6649FBE26552,0
E48FC778DA67,0
D8AC233B89CB,0
629E24043051,0
BAD3DB20576B,0
11BE8C7CC78C,0
CF76C480C0CD,0
AD3F6A0491B4,0
5AA18A96D9B3,0
582C5178B04D,0
25120E0D17D6,0
98C5EDA82BA5,0
9E61AF0C1C1F,0
219BFA70F768,0
A2CB73123CEA,0
7493B8F5D4F7,0
619C8BEDABA6,0
937F33149DAE,0
3B9987A69094,0
AC171EA77D91,0
2FDB3A17D314,0
D6021BC42C82,0
C71426568342,0
2F125C79E571,0
B38951949C66,0
10B445060264,0
259063AAC3B4,0
D5287BAB5E35,0
FC6E992548CA,0
DD3ECFE7944A,0
A2EFC19A78F9,0
2B15BD7EABB7,0
77534D4F7893,0
6B82F6B6BCDD,0
E3DFBF1B33C5,0
12BC51D5CCF2,0
845EEB136B4F,0
E66F14B24804,0
92F1EA86EA8D,0
5ABCFC1C117C,0
4B05F97599BB,0
5905B95A19A8,0
5FEA60C000DE,0
B62D1ED1464A,0
A47B3F06B01D,0
2919B87D45F9,0
D0740872B2BB,0
494B156D09FC,0
52BCD9F1EBFB,0
02BE95C6975A,0
4879667E94E0,0
D93D306AC0CE,0
7E61BCD94244,0
AF6FCF757A37,0
734581AAFE79,0
EE7773853F65,0
D95ECE1AA58A,0
D1B3109FCBC5,0
1DF81586D54A,0
C6D094569970,0
3329E839A479,0
888147EC3BEF,0
D05807059C35,0
F64DA5FA9167,0
C734B47EF174,0
A29D95C95A05,0
BA9518CB7ACA,0
CDB2D7CBA076,0
09C178C21501,0
DD2BDB8C1F97,0
4B142D752AC8,0
5347E72CC581,0
BE30D64487FC,0
742805354271,0
866C6B11AB27,0
490E5643A7F0,0
9B415EBE6E23,0
0312CBB45397,0
641635C9C2EE,0
37BE3A0BB783,0
38B3620F40A1,0
8D9C4B5CD183,0
9C6AA3885A10,0
29DF07682DB2,0
F49C76B15BC8,0
B0B21C36894F,0
3CBA431ADD97,0
7C4252EE7454,0
78414C833432,0
A42EA658F25D,0
877D496147CF,0
8F677966621A,0
C0290492BF35,0
77A5B816AB23,0
BC19EDA6F85D,0
3BF69DAB4037,0
780A1002653B,0
C85BB4E1A8D9,0
D6B9121EE037,0
A0BE57C17E88,0
047154791995,0
81C9E0A42C20,0
8ED2F362F346,0
2485C113C57C,0
99608F5088A3,0
62F5AC6BB40B,0
F80EC322E769,0
B6B68B00240C,0
96D5D702AD1D,0
CD044F21ECC9,0
BD93B232DCD7,0
D43B28DDD8F1,0
5E682E747E19,0
11A159D44CBC,0
F322BEDC091A,0
3261F5CA04C3,0
9B66C691FC4A,0
1679B97576C3,0
4DCAFFA85FD3,0
5A38DD38590C,0
EE97A5EFD719,0
09830C954BC7,0
C83FA93B2DA5,0
80A0EEE986FA,0
EBFCE6B73719,0
1058E8E728C7,0
AB4318B88D23,0
76D999E89EAB,0
7A87F11545D6,0
446FD66F198B,0
0389E50C0B40,0
800302EB965B,0
A7B2C53D1ADE,0
34853084B884,0
31A33C6FBA18,0
80B2DF04184F,0
6ADA848920AD,0
64177146A652,0
361B980553C6,0
E3E740387D9B,0
B522A8F1BE3C,0
C3045B0CDCBB,0
C297C69C56EC,0
95B68FA3ECFE,0
546273A13E04,0
B4186640CED0,0
01518C3029A9,0
0EE08E113223,0
C13B3CCDCA9D,0
B3A05767B53C,0
F424F450636D,0
BE96146FAF42,0
F25B4E6A9D20,0
96DE82308375,0
B22CF2E10F2C,0
29DA8F4AC438,0
C03889FEEDBD,0
786DCA143F51,0
C8964C90C491,0
D2801306765F,0
6AABEA04ADE0,0
3F28ED136B8C,0
6B3262062449,0
76DC8B9689F4,0
82863C5526D6,0
72061AA1A791,0
49E2FD74388A,0
29A60F21A264,0
4EDF388DD3D5,0
65156DC6C5BA,0
5108E0868BCD,0
726615CD9DA5,0
5532B114B601,0
0EB8B9AD98E5,0
0F7A2E5A83A8,0
DFC7B977E0C9,0
67B7159CD0B1,0
B7EDE094B22C,0
C045ECEDEA2D,0
6982DCE74D3C,0
7A56D31B7161,0
E11BB262AB7B,0
88595A274C0B,0
510EF2752CA3,0
4BDD4B9DE908,0
87A2559F12C9,0
4A2528DF3075,0
4813F9B34C48,0
98BFE64DCEC5,0
67A0BDCAD1AA,0
31EF0242E2F1,0
98B9B079FACB,0
48F084D534C3,0
9AEFDC437E0E,0
A713BB5D16DE,0
CBB8EDFC2ADE,0
76D5366073F6,0
0145C7AA93CC,0
B2914594E5BD,0
5DDA20B64E0A,0
B863A837B61D,0
3EA0E11354ED,0
2A230E64C2FB,0
CE9C4EA6CFED,0
C2654CDE6548,0
46907D119BCF,0
616B003FFD8E,0
F9ED852FE9F0,0
99088B625C5D,0
C56843CC1B15,0
006A476D94EA,0
450F810299AB,0
A16F4D8390CA,0
227F010B13D1,0
1CA8E7D1F563,0
487C55357527,0
1CD7CB3EB7BB,0
C19182DF1864,0
5623676732EB,0
2C24B72F37C1,0
AEA1478C9923,0
9385582AD2D4,0
18D1CC3734CE,0
807BBA158208,0
0A27F5367EFA,0
6A47D0AD48E5,0
E5624AED2A55,0
851DEA78ED0C,0
745A187417DF,0
35A5CAD209A3,0
6BCF1FBAEC94,0
5A9BA8E7EA2D,0
B250A3BBD014,0
238B9514A2C6,0
157458480622,0
BD18D4B881FA,0
CBA1B068B7EB,0
5AEA631B5451,0
3A72911A6F8A,0
82652409CE68,0
3282BE085773,0
24095CC59D8F,0
29C4B4627180,0
740EC1551E83,0
81DE5C7AC4D1,0
F09FEB9B7652,0
419A8F0913B9,0
CEA89C0DE1BC,0
3F12BADC038D,0
209A47500E8B,0
730860817EAE,0
A1CDFCA65CFD,0
128B7063153F,0
F8352745B07E,0
240E9FA0E3E7,0
4402CC8395AA,0
BCE1BBB1E7C0,0
DBD686ED3214,0
377ACC2AE4C2,0
FF4429A6CB70,0
B90DC9658C6F,0
EDAFF4A8A12C,0
3AD9CB8C39D0,0
1D934660F966,0
CAA894E4264B,0
D6EFB47C8901,0
CAB3B740C309,0
E67B802A7B87,0
C53CC029044C,0
2237A5716094,0
0D4A1984DF44,0
8D5A66E0E831,0
40CCA7D111DE,0
E106193B64AA,0
051E798258F9,0
371B1EBAFF64,0
3914B62A9687,0
AAF6CACCFFDC,0
19AB3B29602C,0
18253C9B62E0,0
72E213652F14,0
D8FD9FCCA497,0
C44A638D83DB,0
6F40EDF0E84D,0
A595D501E2B4,0
D6DEE67C1A47,0
F4B15360F357,0
733FCEE06C66,0
C60C690FD5B5,0
6CE013A92563,0
E465EA87BF7B,0
561444829398,0
04BA52BF9513,0
A94362CA4165,0
C2D33D73E7CE,0
3C75D50974FD,0
6C201497FF7A,0
1B5D5C620CD0,0
82FA009B2C4A,0
B742F5E655F0,0
3171F07FB798,0
CF95F9E56112,0
103AA5561F6C,0
A52A01FD54C5,0
4903D7606D96,0
408F716C84E4,0
B8E95138C264,0
FC08D6CBB2E6,0
FE1012A3A92E,0
38F50A0E0B22,0
B19EE4C408C6,0
92D2133F8200,0
764ADB55D864,0
5ACC4A650976,0
FC309A0F955E,0
148BEE6F7F39,0
DB3AA31BB315,0
1BF4AB1A713F,0
2ADE79235D1F,0
C3EE587B4808,0
74EB18807D76,0
CD48E4C981D9,0
8E0D0FF32A8C,0
9D0C718FF1CA,0
BA05EECDA500,0
934EDB7EDE4B,0
15B4A9842F84,0
F796CDA2C46A,0
74E6973FBE0A,0
B97BB517F99C,0
08B478B14033,0
269DA92C8FA2,0
F38878FC3D3A,0
60D0858301ED,0
1368C134EBFD,0
AC5DADD90EEE,0
3A5620E9812E,0
1BA8E89998A9,0
E00420F46E6A,0
B55B20C2EB65,0
E9354C40D32D,0
D14DE294E908,0
4CD868CD90E2,0
0094DA03B50A,0
E0F73472111F,0
52EBBFBA940F,0
4E4AB162D7CE,0
5EF978D76E89,0
24EE245F7897,0
279C2B28A391,0
CE6887BC61B3,0
ABA770074D09,0
3817E1FA59F3,0
6DDDE98DFA39,0
6482E4CB5EB0,0
BA6741BE39AB,0
FD1F28714BA5,0
21455A835202,0
FE3DEFBD868E,0
7A742A6E2FCC,0
85A07CF7401D,0
97BC6BCE875F,0
8D39B8A1766F,0
000C4315487C,0
06CFB826F709,0
6C7EFFDD962C,0
014A99E38B37,0
27C67A79732A,0
3908FA4E38DD,0
6992138572D3,0
C14A12A485BC,0
FE970F694765,0
A11B918AAC1B,0
8358D8FD8D27,0
8EDBDBF310C6,0
FA03782F0D7B,0
4514D06ECF89,0
1E30B6A4F3A7,0
E6A18EC9188B,0
5A3B8828D88F,0
8032130DE3D2,0
45F75D9BD596,0
26E7A6FF71E4,0
8C7755EA6970,0
2622F246478D,0
B4CBEDF78846,0
829ECDD8D593,0
D42CC7608E1F,0
1A3EBDBD3BC1,0
9CFE7A2EE4A9,0
46F29F797CD3,0
3844E11C1982,0
EA46B072BAB1,0
9B0855D26135,0
91FFAE2444C2,0
15CDC91E929E,0
C8F6555BBD7A,0
7C52A86769D4,0
21F272329B46,0
5550AE53E705,0
BB2CE1748688,0
950DC4E819E3,0
BC3F5C9B918A,0
8AF1295FD025,0
C193A4EECF0E,0
2452F9805A29,0
6A50186AE4E9,0
5EE7FBBCE5BE,0
BF3D5F142FE6,0
09E25E5F865C,0
B31A3BC4B9EF,0
ED3BA68C2F4A,0
55875F857F2D,0
3548F57853D3,0
3D647FFAADF0,0
BC4754324064,0
604616B5E37E,0
0C9A3890EA27,0
09A3C3F30DB8,0
1B0EA3E81E8B,0
3A17472DAEE1,0
BDFDE3391131,0
24F880DDE4A8,0
6DD972CD7F56,0
F592FFC101B2,0
0529ADD0AE7B,0
5BBF43C2D585,0
B8D9B665D1BF,0
750450F332DA,0
E2211313732A,0
2D3152B0C0CC,0
45105E526B51,0
EC2B6BBE596C,0
76A338EC5EF0,0
0B41B7DB921C,0
C564FFB4B8A5,0
B654A870D35E,0
FB88C8B4675A,0
3843DD891842,0
18F5C6F85816,0
756E7D981F47,0
98B3F0B72DBA,0
791F9DCD253B,0
936A4013F44A,0
4AAF56185325,0
58473E96D16A,0
6127F46837E7,0
EE19E245AEA7,0
2E97BD769BF1,0
BAFB37A0B7EB,0
E871DEAB34FF,0
5B702470190E,0
FD21F4618654,0
73AE3DFCCA4B,0
B8BC852782C0,0
6D23CE917442,0
A3FDDB6ABB91,0
BEA00854C030,0
B34F53EAB62E,0
1F8BBF9DE441,0
96EE3E2BFE81,0
6DD79310A8A6,0
D092D3055785,0
5B8C0CF89DC9,0
26A72A591417,0
8CB7A9801036,0
2074F944A259,0
82AE53553BBC,0
65592845A8CE,0
F17157B65055,0
586BEEE67906,0
83AA685398BB,0
36FCA8A68F1F,0
AA171E7AA2ED,0
D1CD862F48E4,0
173CD0B246F1,0
BA095906AE43,0
C01185F7506F,0
73F5860B9D0A,0
8FB26AAF3C7D,0
2FC0B7EB1041,0
A19FCD503EC3,0
1DF9C8A5DB2C,0
0FA6722DC7B6,0
335037790CBD,0
BC8AFAAC0AF2,0
8C069CA76022,0
C31CA1A6E4C1,0
77AE20DE4EEE,0
FCE6848C9D6E,0
002AC018A587,0
191F77FD803D,0
D2B19FF0D9A3,0
130391B3915C,0
1AFBFA5404D6,0
3C3F885B3B2F,0
57B7D044CB0D,0
D4ED79F2B01C,0
88906A007AF0,0
53CD4590D96A,0
EFD506E6B12B,0
5054CE75A767,0
AF97D98879A4,0
18408DD2A6AF,0
E61D0E7625BF,0
713F100E8381,0
25AF7138F589,0
111D27A2617D,0
7260ED543B07,0
A12E07C3BB93,0
1CB2154D3859,0
E0611554EC8C,0
3DB4E7356FDA,0
B78162EB6D8D,0
84C09BC01555,0
2B410DBCBE94,0
FB95A51E6A9A,0
494242CDB491,0
129930E6844C,0
2119C0823AFF,0
E83B7439C55F,0
8FA909272FAA,0
5FFA19A5DE70,0
E1D156516C04,0
D1CCB15AC185,0
0E96B97F8F94,0
3FCCFD95506C,0
EC3DDD5D808C,0
4953BD37F0BF,0
77EA6584E729,0
1C30A65232CE,0
A0D6F248DFD9,0
16B9BBAF8DE7,0
CB1790D22754,0
24D78F378C59,0
E628B6F55823,0
E250B8FFF986,0
9FEE27D5A597,0
3E900C0B325E,0
1F9C860BA2FF,0
92EE7B812112,0
702FDFB961B9,0
FD3F3ED2CD55,0
53DC7B39B03A,0
4838E67AEFCA,0
A55C6ECF5094,0
036173E57B07,0
7A692418D8E9,0
B9B1E81C7722,0
A139A9CE44F0,0
B4D05BADE8B5,0
1BD52019FC2D,0
646D0973267C,0
76A993B86E45,0
ABB0DFE5CC76,0
58F209CF3875,0
32C7AEE29C18,0
1ED37FDFE247,0
91E2FE47773B,0
0DECB89F5E53,0
B01F0CD29BF5,0
F0DD713AB81D,0
DB9B5055D3D9,0
D772605BB318,0
DE79891337E0,0
B737F623ECEF,0
63E0BF74E899,0
DD22659C8DC5,0
21BBEA569CFB,0
CDE5B66461D4,0
8963CE5FF214,0
F49EB3C80DA3,0
614F20F02AC8,0
E80459654FC6,0
D394AE9EDC76,0
24F8DB7DE13C,0
B6AD28EA5714,0
FBECA1C070D0,0
D6649F0D9A08,0
37826016F680,0
10E09A011B4D,0
3C275CD9FC20,0
D77997099B76,0
697D4A028470,0
23977B6432A9,0
FC9C7F48740E,0
2B5E53CF9CE1,0
DAFEB83FC7D2,0
C8C27F7E1D5C,0
D9F1348CAABA,0
D46BB92AD1E3,0
FA57446E6410,0
99A6C6347F8A,0
FBC171174226,0
2C913121C817,0
6072CA147D26,0
8CE0000EFB50,0
201A53F60808,0
C99BC82DED03,0
41731C19186A,0
F3EF984FE044,0
A948F10B6930,0
8BC2B4C8EFC1,0
212F51DDE248,0
542FCDCC113F,0
6947CE504E76,0
3640FE3110EF,0
4CA507CE5398,0
5AB07B62F908,0
EC9959F5856C,0
0D6C214C1858,0
F2DC87F9C548,0
B97DBF4B50AA,0
E82FE9D6240F,0
7D48803D0775,0
906A24912EA7,0
216CB862AA64,0
EB6D67DE6CE7,0
141BE38516C2,0
0EC638EC8590,0
E8131A831148,0
35EE39E7EDD0,0
09582894CC6D,0
003F89DB8C42,0
60564D687C0A,0
EF7A88875A39,0
E0EFD5B4752C,0
E46F6BDF7C22,0
1D093CB37459,0
5C8D5C5E92A6,0
56704367C487,0
A6941543C500,0
2BBA8982869A,0
52E9BB58F829,0
45B017E4BCD7,0
27266282B2C4,0
06F0FBA53640,0
881AE7A07B95,0
07D6F7E3150F,0
1639FF7ADF49,0
B6D87575CFEC,0
3E2D94138DC3,0
5FEDCD11DB36,0
6EFDB517C6AD,0
65EECEB3D6A7,0
47F2210FB950,0
09C10D6D1F3A,0
143DFA481AFC,0
84BDA61E18E2,0
C71031CECF22,0
A1C652E45711,0
E7B90DD825B8,0
094584D8D349,0
92BF4DCF38D0,0
894D2FB61ABD,0
2C80A15A7766,0
331970D28BA4,0
FEC96985670F,0
F8AD7D0878A2,0
3DAEE95594BA,0
C989D8834148,0
F68E983027CA,0
A254568EF25E,0
534F128AB00B,0
5614A1FF13BF,0
7F32770923A8,0
5A6C47C97F58,0
81D4926B43E5,0
15509F048C01,0
1FCD34D7865A,0
BD680CC4A8FB,0
CC1D193C14C5,0
FB43434BF394,0
F8A9A5B8E86F,0
4CE990200750,0
CDF96E456A21,0
5FFF0531EF04,0
57D7C8F167A9,0
F62AF7C06439,0
4AE401126F47,0
6729E9BB2292,0
FF3FD5F2AEE8,0
77E2016BBC48,0
EF577D2A4F78,0
17C9F101B3D2,0
1EF64AF1E45E,0
B3FA3F2BA0A5,0
375C3A3C63E0,0
5DD7FAD79460,0
0189FB12FC19,0
C6246110C185,0
BD931766514F,0
5307DF85CC3B,0
57391092EEF1,0
7DCA32B9AC3F,0
0ED173C72E8E,0
CBA15A3E4164,0
F7B4E866C32E,0
5B90BEB32B98,0
544A3AC16E4F,0
6D9929FBE3BF,0
91A0FAE8D3C7,0
DBD6261B30FF,0
0515A88B430F,0
533997786976,0
87BA6C9EEF43,0
5CB7430B4C08,0
DDFAC8C13C9C,0
C402E78550EB,0
C922BF01FBEC,0
4168552C1F2F,0
7D9DC73854CC,0
43D8E20E8496,0
FD4C7CBACA1C,0
A3141F7718D5,0
8C61521B06D6,0
D05F2A1CFFA2,0
D97F83901825,0
BFB0A5D62B87,0
20B6308FAAF3,0
B4E4D9308FE7,0
457C190E08C7,0
D0631D70ED22,0
57D2F1EB9D79,0
17C3E605B8F4,0
2C467F2410AA,0
6DB0DF1C358B,0
5BD01F7A57CB,0
EEE90E7F5722,0
A97C8DDD22E1,0
DB44DC08F8AB,0
8092EE17B219,0
644A75ACA3EB,0
085EA023099A,0
36B54358AC96,0
D3CE977E413B,0
A29EA6FCC47C,0
09679D0FF1EC,0
D51D248EB17E,0
FA7C41571E21,0
70C6F452B506,0
2C30BF3D79A3,0
EA263EAE8BEC,0
6B03F4B3429F,0
24E3323DC2C4,0
6D59AF521A8F,0
AA764BC38917,0
C5A72C7A921D,0
3CB735C4D331,0
474BAD54E088,0
7B19067E948D,0
27F6C681DCA3,0
EA8FDBABCEEF,0
FD2A218E4FDC,0
A49982D9C198,0
76BE956D2BBD,0
5D481EE9EF21,0
6C7790189635,0
9F445FA77CA1,0
38DB4F652446,0
73898D9A54A2,0
66133485BD43,0
B9740DAF9CF9,0
1A5E090EB7A3,0
E91F74210598,0
E5858361B2EC,0
D2B127CAE92D,0
01F2C36F288B,0
478851B86846,0
5629CE377FDF,0
54871270B6B1,0
9B1AC58CD7BA,0
0633CC9801D9,0
20268BDD8B1E,0
27233D7BE5F8,0
D24A990968C6,0
59100B7D2DAA,0
2D02AD883147,0
3ABF3AA65138,0
8A6B7F043EF9,0
BDBCB56A9C9C,0
46F5C5B68C31,0
DE6C92AC989A,0
49D0D4F60224,0
0B615EA9D21D,0
DE1F1AEBF251,0
DAADF4DEE0F9,0
A074D20DDA86,0
3D62736D93A7,0
77524BAE5630,0
C43B1D0CDCCB,0
926F7E7A6710,0
3B0CE5C999E8,0
0B3115F18A13,0
8477D75E133C,0
EE6AA7694706,0
E02F5D8B4396,0
341FAB00030B,0
3D0169F87E4D,0
69610A656909,0
BAB05F3B3A21,0
53F16EE1875F,0
A525F7028401,0
E3A8B1FB7B62,0
223FFD3A9B31,0
552D8F930F05,0
C9AF7F1CC9EA,0
E33F4F05995D,0
98B443F65772,0
232FD9A5DE58,0
2C044BD12546,0
F2CBF22752F1,0
8BF06AD95523,0
FE4D9E654127,0
4DAD83364E36,0
524A9859C02E,0
7DF52D5D78F5,0
B5B5DA787769,0
E61092ECC0E2,0
8FFCA764E18C,0
837682E434B1,0
7C2008144226,0
C125A98B09B5,0
D671097A1AE3,0
D804C818D125,0
397AA8ACE558,0
9EB5695E1744,0
7CF34A74CCF2,0
BB38499708A3,0
D282E72CD5B7,0
2FD21B5EFADC,0
80211B26627A,0
48A6E4864258,0
E9B4D6A7B6D6,0
72125764A01C,0
06B559B60878,0
A0B54B937A11,0
F9D273C49AF3,0
3C60B4C145A9,0
438D893B2919,0
9CE7F67D7078,0
30453FCBB470,0
BD799AF4F452,0
91DAC45BD302,0
28781D21E789,0
49BF45ED48A3,0
3AC70B7EC4B0,0
